,DBA,PHONE,Unnamed: 0,google_categories,google_price_level,google_rating,loc,yelp_categories,yelp_rating,yelp_review_count
657,ALKOURA RESTAURANT,7188361252,657.0,,,,"509 74 STREET, BROOKLYN, NY, 11209 US",,,
658,ALL ABOUT FOOD,2123550900,658.0,,1.0,4.0,"16 EAST   58 STREET, MANHATTAN, NY, 10022 US",,,
659,ALL ABOUT INDIAN FOOD,7183811333,659.0,,,4.2,"443 BUSHWICK AVE, BROOKLYN, NY, 11206 US",,,
660,ALL AMERICAN BAGEL,7189384391,660.0,,,3.7,"8241 153RD AVE, QUEENS, NY, 11414 US",,,
661,ALL AMERICAN COFFEE SHOP,7189376161,661.0,,,4.4,"3519 37 AVENUE, QUEENS, NY, 11101 US",,,
662,ALL AMERICAN DELI,2125095007,662.0,,,,"42 WATER STREET, MANHATTAN, NY, 10004 US",,,
663,ALL NATIONS,7186291300,663.0,,,4.0,"1091 UTICA AVENUE, BROOKLYN, NY, 11203 US",,,
664,ALL STAR PIZZA,7182272000,664.0,,,4.2,"694 ARTHUR KILL ROAD, STATEN ISLAND, NY, 10308 US",,,
665,ALL'ONDA,2122312236,665.0,,3.0,4.0,"22 E 13TH ST, MANHATTAN, NY, 10003 US",,,
666,ALLEN & OVERY,3475823105,666.0,,,2.0,"1221 6TH AVE, MANHATTAN, NY, 10020 US",,,
667,ALLEN RESTAURANT,7188617564,667.0,,,1.0,"1201 RANDALL AVENUE, BRONX, NY, 10474 US",,,
668,ALLERTON DINER,7186559044,668.0,,,3.7,"772 ALLERTON AVE, BRONX, NY, 10467 US",,,
669,ALLEY 41,7188868610,669.0,,,4.2,"13645 41ST AVE, QUEENS, NY, 11355 US",,,
670,ALLEY CAT SMOKEHOUSE,7188240168,670.0,,,1.0,"3604 E TREMONT AVE, BRONX, NY, 10465 US",,,
671,ALLEY POND DRIVING RANGE,7182259187,671.0,,,4.3,"23105 NORTHERN BOULEVARD, QUEENS, NY, 11363 US",,,
672,ALLIANCE BERNSTEIN,2129696179,672.0,,,,"1345 AVENUE OF THE AMERICAS, MANHATTAN, NY, 10105 US",,,
673,ALLIANZ CAFETERIA,2127393664,673.0,,,,"1633 BROADWAY, MANHATTAN, NY, 10019 US",,,
674,ALLIGATOR LOUNGE,7185994440,674.0,,,4.2,"600 METROPOLITAN AVENUE, BROOKLYN, NY, 11211 US",,,
675,ALLORA,2127549800,675.0,,,4.7,"145 E 47TH ST, MANHATTAN, NY, 10017 US",,,
676,ALLSWELL,3477992743,676.0,,2.0,4.2,"124 BEDFORD AVENUE, BROOKLYN, NY, 11249 US",,,
677,ALLURE,7184334500,677.0,,,3.1,"3302 QUEENS BOULEVARD, QUEENS, NY, 11101 US",,,
678,ALMA,7186435400,678.0,,2.0,4.0,"187 COLUMBIA STREET, BROOKLYN, NY, 11231 US",,,
679,ALMANAC,2129327566,679.0,,3.0,4.6,"28 7 AVENUE SOUTH, MANHATTAN, NY, 10014 US",,,
680,ALMANAK/THE BAR,6462799871,680.0,,,,"89 E 42ND ST, MANHATTAN, NY, 10017 US",,,
681,ALMAR,7188555288,681.0,,2.0,4.1,"111 FRONT STREET, BROOKLYN, NY, 11201 US",,,
682,ALMASRY RESTAURANT,7187890546,682.0,,,4.7,"1178 FULTON STREET, BROOKLYN, NY, 11216 US",,,
683,ALMAYASS,2124733100,683.0,,2.0,4.2,"24 EAST   21 STREET, MANHATTAN, NY, 10010 US",,,
684,ALMAZ RESTAURANT,3473124114,684.0,,,4.3,"238 KINGS HWY, BROOKLYN, NY, 11223 US",,,
685,ALMOND,2122287557,685.0,,3.0,4.0,"12 EAST   22 STREET, MANHATTAN, NY, 10010 US",,,
686,ALMONDINE,7187975026,686.0,,1.0,4.4,"85 WATER STREET, BROOKLYN, NY, 11201 US",,,
687,ALNOOR HALAL DELI,7187887080,687.0,,1.0,4.7,"710 4TH AVE, BROOKLYN, NY, 11232 US",,,
688,ALOAF CAFE,2128288896,688.0,,,4.7,"170 E 110TH ST, MANHATTAN, NY, 10029 US",,,
689,ALOBAR RESTAURANT,7187526000,689.0,,2.0,4.5,"4642 VERNON BOULEVARD, QUEENS, NY, 11101 US",,,
690,ALOFT HARLEM WXYZ REFUEL,2127494000,690.0,,,4.3,"2300 FREDERICK DOUGLAS BOULEVARD, MANHATTAN, NY, 10027 US",,,
691,ALOFT NEW YORK BROOKLYN,7182563833,691.0,,,4.1,"216 DUFFIELD STREET, BROOKLYN, NY, 11201 US",,,
692,ALOHA HARLEM,2129963534,692.0,,,,"2245 1ST AVE, MANHATTAN, NY, 10029 US",,,
693,ALOHA NYC,3476424268,693.0,,,,"3702 ASTORIA BLVD, QUEENS, NY, 11103 US",,,
694,ALOR CAFE,7183511101,694.0,,,4.2,"2110 RICHMOND RD, STATEN ISLAND, NY, 10306 US",,,
695,ALOYSIA'S LOUNGE,7182270494,695.0,,,4.4,"7095 AMBOY ROAD, STATEN ISLAND, NY, 10307 US",,,
696,ALPH DOMINCHE,7187040840,696.0,,,,"33 35TH ST, BROOKLYN, NY, 11232 US",,,
697,ALPHA BAKERY,7188860675,697.0,,,4.8,"13685 41ST AVE, QUEENS, NY, 11355 US",,,
698,ALPHA DONUTS,7184724725,698.0,,,4.1,"4516 QUEENS BOULEVARD, QUEENS, NY, 11104 US",,,
699,ALPHA FUSION,2122798887,699.0,,2.0,3.6,"365 WEST   34 STREET, MANHATTAN, NY, 10001 US",,,
700,ALPHABET LOUNGE,3472280290,700.0,,,3.0,"104 AVENUE C, MANHATTAN, NY, 10009 US",,,
701,ALPHAVILLE,2013042844,701.0,,1.0,4.0,"140 WILSON AVE, BROOKLYN, NY, 11237 US",,,
702,ALPINE CINEMAS,7187484283,702.0,,,3.9,"6817 5 AVENUE, BROOKLYN, NY, 11220 US",,,
703,ALT - A LITTLE TASTE,2124311000,703.0,,,4.4,"148 W 28TH ST, MANHATTAN, NY, 10001 US",,,
704,ALTA,2125057777,704.0,,2.0,4.3,"64 WEST   10 STREET, MANHATTAN, NY, 10011 US",,,
705,ALTA CALIDAD,6464673900,705.0,,2.0,4.9,"552 VANDERBILT AVE, BROOKLYN, NY, 11238 US",,,
706,ALTA VILLA DELICATESSEN,5169728995,706.0,,,,"23059 INTERNATIONAL AIRPORT CENTER BLVD, QUEENS, NY, 11413 US",,,
707,ALTAGRACIA RESTAURANT,7186187951,707.0,,,5.0,"9 E MOUNT EDEN AVE, BRONX, NY, 10452 US",,,
708,ALTESI RISTORANTE,2123552088,708.0,,3.0,4.4,"26 E 64TH ST, MANHATTAN, NY, 10065 US",,,
709,ALTUS CAFE,2129281367,709.0,,2.0,3.8,"4325 BROADWAY, MANHATTAN, NY, 10033 US",,,
710,ALYSHIA ALEEM COFFEE SHOP,2122554811,710.0,,1.0,4.4,"46 WEST   21 STREET, MANHATTAN, NY, 10010 US",,,
711,AM THAI BISTRO,7182878888,711.0,,2.0,4.2,"1003 CHURCH AVENUE, BROOKLYN, NY, 11218 US",,,
712,AMA COFFEE,3472738189,712.0,,,4.5,"6047 MYRTLE AVE, QUEENS, NY, 11385 US",,,
713,AMADA,2125428947,713.0,,3.0,4.1,"4 WORLD FINANCIAL CTR, MANHATTAN, NY, 10281 US",,,
714,AMADEUS,9175685140,714.0,,,1.0,"6419 108 STREET, QUEENS, NY, 11375 US",,,
715,AMADEUS RESTAURANT,7186272077,715.0,,,4.1,"2481 RICHMOND RD, STATEN ISLAND, NY, 10306 US",,,
716,AMALI,2123398363,716.0,,3.0,4.1,"115 EAST   60 STREET, MANHATTAN, NY, 10022 US",,,
717,AMALI MOU,6467470818,717.0,,,3.2,"230 PARK AVE, MANHATTAN, NY, 10169 US",,,
718,AMAMI SUSHI,9179091568,718.0,,,4.3,"57 NASSAU AVE, BROOKLYN, NY, 11222 US",,,
719,AMAN RESTAURANT,7187085853,719.0,,,3.8,"3594 JEROME AVE, BRONX, NY, 10467 US",,,
720,AMANDA'S KITCHEN,3474886297,720.0,,,4.0,"264 SUYDAM STREET, BROOKLYN, NY, 11237 US",,,
721,AMANECER LATINO RESTAURANT,7182711978,721.0,,2.0,3.8,"9638 CORONA AVENUE, QUEENS, NY, 11368 US",,,
722,AMARACHI PRIME,6466414510,722.0,,2.0,4.2,"189 BRIDGE ST, BROOKLYN, NY, 11201 US",,,
723,AMARANTH,2129806700,723.0,,3.0,3.1,"21 EAST   62 STREET, MANHATTAN, NY, 10065 US",,,
724,AMARANTO,7185766001,724.0,,1.0,4.7,"887 HART ST, BROOKLYN, NY, 11237 US",,,
725,AMARIN CAFE,7183492788,725.0,,3.0,4.5,"617 MANHATTAN AVE, BROOKLYN, NY, 11222 US",,,
726,AMARONE RESTAURANT,2122456060,726.0,,2.0,4.4,"686 9 AVENUE, MANHATTAN, NY, 10036 US",,,
727,AMARU,7182055577,727.0,,2.0,3.9,"8413 NORTHERN BOULEVARD, QUEENS, NY, 11372 US",,,
728,AMATA,2123080830,728.0,,3.0,4.1,"209 E 56TH ST, MANHATTAN, NY, 10022 US",,,
729,AMAZE,2126888808,729.0,,,4.5,"401 EAST 58 STREET, MANHATTAN, NY, 10022 US",,,
730,AMAZE FUSION & LOUNGE,2129865555,730.0,,2.0,3.3,"694 3RD AVE, MANHATTAN, NY, 10017 US",,,
731,AMAZING 66 RESTAURANT,2123340099,731.0,,2.0,3.8,"66 MOTT STREET, MANHATTAN, NY, 10013 US",,,
732,AMAZING GRACE DELI,6465001382,732.0,,,,"2001 JEROME AVE, BRONX, NY, 10453 US",,,
733,AMAZON CAFE,7183825057,733.0,,,3.9,"1123 QUENTIN ROAD, BROOKLYN, NY, 11229 US",,,
734,AMAZON NYC,9173092522,734.0,,,3.8,"7 W 34TH ST, MANHATTAN, NY, 10001 US",,,
735,AMAZURA,7182986760,735.0,,,4.3,"9112 144TH PL, QUEENS, NY, 11435 US",,,
736,AMBA FIDI,6469985370,736.0,,,3.7,"160 PEARL ST, MANHATTAN, NY, 10005 US",,,
737,AMBASSADOR DINER,7183787916,737.0,,,,"730 KELLY STREET, BRONX, NY, 10455 US",,,
738,AMBASSADOR DINING ROOM  AT SARATOGA FAMILY INN,7182441375,738.0,,,,"17515 ROCKAWAY BOULEVARD, QUEENS, NY, 11434 US",,,
739,AMBASSADOR FOOD SERVICES,7184722658,739.0,,,,"807 38 AVENUE, QUEENS, NY, 11101 US",,,
740,AMBASSADOR THEATRE,2125867610,740.0,,,4.3,"219 WEST   49 STREET, MANHATTAN, NY, 10019 US",,,
741,AMBER,2126866388,741.0,,2.0,3.5,"381 3RD AVE, MANHATTAN, NY, 10016 US",,,
742,AMBER STEAK HOUSE,7183893757,742.0,,2.0,4.4,"119 NASSAU AVENUE, BROOKLYN, NY, 11222 US",,,
743,AMBER SUSHI,7186361288,743.0,,2.0,3.5,"847B UNION ST, BROOKLYN, NY, 11215 US",,,
744,AMBIANCE EXPRESS,7184344287,744.0,,,3.6,"2025 NOSTRAND AVENUE, BROOKLYN, NY, 11210 US",,,
745,AMBIANCE WINE & HOOKAH LOUNGE,7186986769,745.0,,,4.8,"1949 RICHMOND AVE, STATEN ISLAND, NY, 10314 US",,,
746,AMBROSE HALL,2128964600,746.0,,,,"18 FULTON ST, MANHATTAN, NY, 10038 US",,,
747,AMBROSIA,2129210024,747.0,,1.0,4.0,"8 WEST   45 STREET, MANHATTAN, NY, 10036 US",,,
748,AMBROSINOS PIZZERIA,7189878800,748.0,,,3.3,"3161 AMBOY ROAD, STATEN ISLAND, NY, 10306 US",,,
749,AMBY'S RESTAURANT,7188130707,749.0,,,3.6,"46 RALPH AVENUE, BROOKLYN, NY, 11221 US",,,
750,AMC THEATRES,2126656923,750.0,,,3.8,"2309 FREDERICK DOUGLAS BOULEVARD, MANHATTAN, NY, 10027 US",,,
751,AMCOOK FUSION SUSHI & ASIAN CUISINE,2127873333,751.0,,,3.8,"154 WEST   72 STREET, MANHATTAN, NY, 10023 US",,,
752,AMELIA'S DINER,2129255998,752.0,,1.0,4.1,"110 VARICK STREET, MANHATTAN, NY, 10013 US",,,
753,AMELIE,2125332962,753.0,,2.0,4.4,"22 WEST    8 STREET, MANHATTAN, NY, 10011 US",,,
754,AMENDMENT 18 (entrance on Dock Street),7183448927,754.0,,,,"691 BAY ST, STATEN ISLAND, NY, 10304 US",,,
755,AMERICA GOURMET FOOD,2128689790,755.0,,,3.7,"831 6 AVENUE, MANHATTAN, NY, 10001 US",,,
756,AMERICAN & LATIN CUISINE,7183993322,756.0,,1.0,4.0,"522 NOSTRAND AVENUE, BROOKLYN, NY, 11216 US",,,
757,AMERICAN AIRLINES ADMIRAL'S CLUB,7183976281,757.0,,,,"NKA LAGUARDIA INTERNATIONAL, QUEENS, NY, 11371 US",,,
758,AMERICAN AIRLINES ADMIRALS CLUB,7188699676,758.0,,,,"NKA LAGUARDIA AIRPORT, QUEENS, NY, 11369 US",,,
759,AMERICAN AIRLINES EMPLOYEE CAFETERIA,7184764287,759.0,,,,"0 LA GUARDIA AIRPORT, QUEENS, NY, 11369 US",,,
760,AMERICAN AIRLINES THEATER,2125825472,760.0,,,4.1,"227 W 42ND ST, MANHATTAN, NY, 10036 US",,,
761,AMERICAN BAR,2126884344,761.0,,,3.2,"1471 1 AVENUE, MANHATTAN, NY, 10075 US",,,
762,AMERICAN CHEEZ,3477254665,762.0,,,4.7,"444 7TH AVE, BROOKLYN, NY, 11215 US",,,
763,AMERICAN COFFEE SHOP,7183020784,763.0,,,,"108 MOORE STREET #3, BROOKLYN, NY, 11206 US",,,
764,AMERICAN CUT,2123885277,764.0,,4.0,4.2,"111 EAST   56 STREET, MANHATTAN, NY, 10022 US",,,
765,AMERICAN EXPRESS,2126401629,765.0,,,2.8,"200 VESEY STREET, MANHATTAN, NY, 10285 US",,,
766,AMERICAN EXPRESS CENTURION LOUNGE,9176186310,766.0,,,,"620 ATLANTIC AVENUE, BROOKLYN, NY, 11217 US",,,
767,AMERICAN GIRL CAFE,2124016580,767.0,,2.0,4.4,"609 5 AVENUE, MANHATTAN, NY, 10017 US",,,
768,AMERICAN HERO & SUB'S,7183616595,768.0,,,4.0,"2308 44 DRIVE, QUEENS, NY, 11101 US",,,
769,AMERICAN LEGION VETERANS POST,2122839701,769.0,,,4.7,"248 WEST  132 STREET, MANHATTAN, NY, 10027 US",,,
770,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,2127695370,770.0,,,,,,,
771,AMERICAN MUSEUM OF THE MOVING IMAGE,7187776800,771.0,,,4.5,"3601 35 AVENUE, QUEENS, NY, 11106 US",,,
772,AMERICAN NEW YORK BAGEL,7185050505,772.0,,,3.7,"8619 NORTHERN BLVD, QUEENS, NY, 11372 US",,,
773,AMERICAN RETRO BAR & GRILL,2122452203,773.0,,1.0,4.1,"714 11 AVENUE, MANHATTAN, NY, 10019 US",,,
774,AMERICAN TURNERS NEW YORK,7188294200,774.0,,,3.8,"748 CLARENCE AVE, BRONX, NY, 10465 US",,,
775,AMERICAN WHISKEY,2129671070,775.0,,,4.1,"247 W 30TH ST, MANHATTAN, NY, 10001 US",,,
776,AMERICAS BURGER AND WRAPS,2126280740,776.0,,1.0,3.8,"1159 3 AVENUE, MANHATTAN, NY, 10065 US",,,
777,AMERICAS RESTORANTE,7184763476,777.0,,,,"10310 ROOSEVELT AVENUE, QUEENS, NY, 11368 US",,,
778,AMERIGO,9172157642,778.0,,,4.5,"4464 21ST ST, QUEENS, NY, 11101 US",,,
779,AMERITTANIA,2122475000,779.0,,,,"230 W 54TH ST, MANHATTAN, NY, 10019 US",,,
780,AMF BOWLING CENTER,7186510440,780.0,,,,"6910 34 AVENUE, QUEENS, NY, 11377 US",,,
781,AMICI BAKERY,7189671155,781.0,,,4.2,"758 ARTHUR KILL ROAD, STATEN ISLAND, NY, 10312 US",,,
782,AMICI BAR,7188694828,782.0,,,4.0,"7311 88 STREET, QUEENS, NY, 11385 US",,,
783,AMICI II,2123343869,783.0,,2.0,3.8,"165 MULBERRY STREET, MANHATTAN, NY, 10013 US",,,
784,AMICI PIZZERIA,7183566060,784.0,,,3.9,"6309 AMBOY ROAD, STATEN ISLAND, NY, 10309 US",,,
785,AMIGOS,2128641143,785.0,,2.0,3.6,"2888 BROADWAY, MANHATTAN, NY, 10025 US",,,
786,AMIGOS RESTAURANT,3473921833,786.0,,1.0,4.7,"674 E 180TH ST, BRONX, NY, 10457 US",,,
787,AMINA THAI,7188801804,787.0,,,4.2,"16922 HILLSIDE AVE, QUEENS, NY, 11432 US",,,
788,AMIR'S,2127497500,788.0,,1.0,3.5,"2911 BROADWAY, MANHATTAN, NY, 10025 US",,,
789,AMITY HALL,2126772290,789.0,,2.0,3.9,"80 WEST    3 STREET, MANHATTAN, NY, 10012 US",,,
790,AMMA,2126448330,790.0,,3.0,3.9,"246 EAST   51 STREET, MANHATTAN, NY, 10022 US",,,
791,AMMAZZACAFFE,9173348413,791.0,,,,"702 GRAND ST, BROOKLYN, NY, 11211 US",,,
792,AMMOS ESTIATORIO,2129229999,792.0,,3.0,4.1,"52 VANDERBILT AVE, MANHATTAN, NY, 10017 US",,,
793,AMNON KOSHER PIZZA,7188511759,793.0,,1.0,4.4,"4814 13 AVENUE, BROOKLYN, NY, 11219 US",,,
794,AMOR BAKERY NO 2,7183281280,794.0,,,4.2,"929 PROSPECT AVENUE, BRONX, NY, 10459 US",,,
795,AMOR CUBANO,2129961220,795.0,,2.0,4.1,"2018 3 AVENUE, MANHATTAN, NY, 10029 US",,,
796,AMOR KARAOKE & BAR,7184247562,796.0,,,4.4,"7801 ROOSEVELT AVENUE, QUEENS, NY, 11372 US",,,
797,AMOR MEXICANA,7186682667,797.0,,,4.1,"10 NEW DORP LN, STATEN ISLAND, NY, 10306 US",,,
798,AMORE,9175382594,798.0,,,,"125 W 26TH ST, MANHATTAN, NY, 10001 US",,,
799,AMORE JUICE BAR,3475776651,799.0,,,,"106 E 165TH ST, BRONX, NY, 10452 US",,,
800,AMORE PIZZERIA & RESTAURANT,7184450579,800.0,,1.0,4.4,"3027 STRATTON STREET, QUEENS, NY, 11354 US",,,
801,AMORINA,7182303030,801.0,,2.0,4.2,"624 VANDERBILT AVENUE, BROOKLYN, NY, 11238 US",,,
802,AMORINO,6469187501,802.0,,1.0,4.5,"414 AMSTERDAM AVE, MANHATTAN, NY, 10024 US",,,
803,AMOUN,2127377659,803.0,,,,"406 EAST   73 STREET, MANHATTAN, NY, 10021 US",,,
804,AMPLE HILLS,7186436961,804.0,,,,"300 FURMAN ST, BROOKLYN, NY, 11201 US",,,
805,AMPLE HILLS CREAMERY,3472403926,805.0,,1.0,4.7,"623 VANDERBILT AVENUE, BROOKLYN, NY, 11238 US",,,
806,AMSTER THAI,6469985414,806.0,,,4.6,"844 AMSTERDAM AVE, MANHATTAN, NY, 10025 US",,,
807,AMSTERDAM ALE HOUSE,2123627260,807.0,,2.0,4.2,"340 AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
808,AMSTERDAM BILLIARDS,2129950333,808.0,,2.0,4.1,"85 4 AVENUE, MANHATTAN, NY, 10003 US",,,
809,AMSTERDAM BURGER CO.,2126320700,809.0,,1.0,4.2,"654 AMSTERDAM AVENUE, MANHATTAN, NY, 10025 US",,,
810,AMSTERDAM GOURMET,2123621525,810.0,,,3.9,"403 A AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
811,AMSTERDAM TAVERN,2122808070,811.0,,1.0,4.0,"938 AMSTERDAM AVENUE, MANHATTAN, NY, 10025 US",,,
812,AMURA JAPANESE RESTAURANT,2127721688,812.0,,2.0,3.9,"1567 2ND AVE, MANHATTAN, NY, 10028 US",,,
813,AMUSED,2127993888,813.0,,2.0,4.0,"142 WEST   83 STREET, MANHATTAN, NY, 10024 US",,,
814,AMY & CATHY'S CHINESE RESTAURANT,7182250010,814.0,,2.0,3.4,"4746 BELL BOULEVARD, QUEENS, NY, 11361 US",,,
815,AMY RUTH'S RESTAURANT,2122808779,815.0,,2.0,4.1,"113 WEST  116 STREET, MANHATTAN, NY, 10026 US",,,
816,AMY TACO,2123533728,816.0,,,5.0,"211 E 14TH ST, MANHATTAN, NY, 10003 US",,,
817,AMY'S BREAD,2126757802,817.0,,2.0,4.2,"250 BLEECKER STREET, MANHATTAN, NY, 10014 US",,,
818,AMY'S BREAD (CAFE AT NEW YORK PUBLIC LIBRARY),3472091841,818.0,,0.0,4.7,"476 5TH AVE, MANHATTAN, NY, 10018 US",,,
819,AMY'S BREAD CAFE,2125801440,819.0,,,,"40 LINCOLN CENTER PLZ, MANHATTAN, NY, 10023 US",,,
820,AMY'S CAFE & BAKERY,7187859981,820.0,,,,"5713 4TH AVE, BROOKLYN, NY, 11220 US",,,
821,AMY'S RESTAURANT,2125673175,821.0,,1.0,3.7,"586 W 207TH ST, MANHATTAN, NY, 10034 US",,,
822,AMYLOS,5512650103,822.0,,,,"3319 BROADWAY, QUEENS, NY, 11106 US",,,
823,AN BEAL BOCHT CAFE,7188847127,823.0,,2.0,4.4,"445 WEST  238 STREET, BRONX, NY, 10463 US",,,
824,AN CHOI,2122263700,824.0,,2.0,3.9,"85 ORCHARD STREET, MANHATTAN, NY, 10002 US",,,
825,AN'NAM,2122478318,825.0,,,4.2,"234 W 48TH ST, MANHATTAN, NY, 10036 US",,,
826,ANA'S BAKERY & CAFE,3478514636,826.0,,,4.0,"2125-27 WILLIAMSBRIDGE RD, BRONX, NY, 10461 US",,,
827,ANA'S PASTRY SHOP,9175665914,827.0,,,4.8,"701 WEST  180 STREET, MANHATTAN, NY, 10033 US",,,
828,ANABLE BASIN SAILING,6462071333,828.0,,,4.7,"4-40 44 DRIVE, QUEENS, NY, 11101 US",,,
829,ANAFE SEAFOOD,2125676777,829.0,,,3.5,"584 W 207TH ST, MANHATTAN, NY, 10034 US",,,
830,ANAIAH RESTAURANT,7188588868,830.0,,,3.0,"744 MYRTLE AVE, BROOKLYN, NY, 11205 US",,,
831,ANALOGUE,2124320200,831.0,,3.0,4.3,"19 W 8TH ST, MANHATTAN, NY, 10011 US",,,
832,ANARKALI INDIAN FOOD,7182822200,832.0,,2.0,3.7,"1125 CHURCH AVE, BROOKLYN, NY, 11218 US",,,
833,ANASSA TAVERNA,2123715200,833.0,,3.0,3.9,"200 E 60TH STREET, MANHATTAN, NY, 10022 US",,,
834,ANATOLIA MEDITERRANEAN CUISINE,2122237500,834.0,,2.0,4.2,"401 EAST   62 STREET, MANHATTAN, NY, 10065 US",,,
835,ANATOLIAN GYRO RESTAURANT,7187694754,835.0,,2.0,3.8,"2623 E 16TH ST, BROOKLYN, NY, 11235 US",,,
836,ANCHOR COFFEE,3472479219,836.0,,,4.3,"525 THROOP AVE, BROOKLYN, NY, 11221 US",,,
837,ANCHOR HEIGHTS,6468959686,837.0,,,4.7,"575 W 207TH ST, MANHATTAN, NY, 10034 US",,,
838,ANCHOR INN,7183267253,838.0,,,3.5,"5930 GRAND AVE, QUEENS, NY, 11378 US",,,
839,ANCHOR WINEBAR,2122343084,839.0,,,4.5,"3508 BROADWAY, MANHATTAN, NY, 10031 US",,,
840,ANCOLIE,6465245929,840.0,,2.0,4.9,"58 W 8TH ST, MANHATTAN, NY, 10011 US",,,
841,ANDALUCIA BAR & LOUNGE,9173184044,841.0,,,3.9,"1336 BUSHWICK AVE, BROOKLYN, NY, 11207 US",,,
842,ANDAMAN THAI BISTRO,2127225671,842.0,,2.0,4.4,"1843 1 AVENUE, MANHATTAN, NY, 10128 US",,,
843,ANDANADA,6466928762,843.0,,3.0,4.2,"141 WEST   69 STREET, MANHATTAN, NY, 10023 US",,,
844,ANDAZ,2122880288,844.0,,2.0,4.3,"1378 1 AVENUE, MANHATTAN, NY, 10021 US",,,
845,ANDAZ 5TH AVENUE,6462136785,845.0,,,4.4,"485 5TH AVE, MANHATTAN, NY, 10017 US",,,
846,ANDELLAS PIZZERIA,7182271044,846.0,,,4.2,"1281 ARTHUR KILL RD, STATEN ISLAND, NY, 10312 US",,,
847,ANDIAMO CAFE,2125108214,847.0,,,4.7,"1326 SAINT NICHOLAS AVENUE, MANHATTAN, NY, 10033 US",,,
848,ANDIE'S PIZZA,9177436830,848.0,,,3.8,"1167 2 AVENUE, MANHATTAN, NY, 10065 US",,,
849,ANDRE'S HUNGARIAN STRUDEL S & PASTRIES,2122078117,849.0,,,4.2,"1049 1 AVENUE, MANHATTAN, NY, 10022 US",,,
850,ANDRE'S HUNGARIAN STRUDELS & PASTRIES,7188300266,850.0,,,4.0,"10028 QUEENS BLVD, QUEENS, NY, 11375 US",,,
851,ANDRE'S PIZZA,7184721932,851.0,,,4.3,"2519 40 AVENUE, QUEENS, NY, 11101 US",,,
852,ANDREA'S CHICKEN,7183260103,852.0,,2.0,4.3,"5627 61ST ST, QUEENS, NY, 11378 US",,,
853,ANDREA'S PIZZARIA,3475992075,853.0,,,3.7,"6112 4TH AVE, BROOKLYN, NY, 11220 US",,,
854,ANDREA'S RESTAURANT,7182933800,854.0,,,2.3,"104 E 165TH ST, BRONX, NY, 10452 US",,,
855,ANDRES CARNE DE TRES,7182057773,855.0,,,,"5105 58 STREET, QUEENS, NY, 11377 US",,,
856,ANDREW'S COFFEE SHOP,7186931740,856.0,,,3.0,"901 CHURCH AVENUE, BROOKLYN, NY, 11218 US",,,
857,ANDREW'S DINER,9179488544,857.0,,1.0,4.3,"4160 HYLAN BOULEVARD, STATEN ISLAND, NY, 10308 US",,,
858,ANDREW'S PIZZERIA,7184581481,858.0,,2.0,4.5,"7922 ELIOT AVENUE, QUEENS, NY, 11379 US",,,
859,ANDREWS COFFEE SHOP,2126951962,859.0,,1.0,4.1,"463 7 AVENUE, MANHATTAN, NY, 10018 US",,,
860,ANDY'S CAFE,7186068745,860.0,,2.0,3.9,"2339 ASTORIA BLVD, QUEENS, NY, 11102 US",,,
861,ANDY'S CAFETERIA,7186138064,861.0,,,,"451 CLARKSON AVENUE, BROOKLYN, NY, 11203 US",,,
862,ANDY'S CAFETERIA (HPD BUILDING),2128636121,862.0,,,,"100 GOLD ST, MANHATTAN, NY, 10038 US",,,
863,ANDY'S CAFETERIA (Queens Hospital),7188832258,863.0,,,,"8268 164 STREET, QUEENS, NY, 11432 US",,,
864,ANDY'S CUISINE RESTAURANT,7186841511,864.0,,,4.3,"1444 WILLIAMSBRIDGE RD, BRONX, NY, 10461 US",,,
865,ANDY'S DELI,2122274111,865.0,,,2.1,"291 BROADWAY, MANHATTAN, NY, 10007 US",,,
866,ANDY'S RESTAURAUNT,2128602614,866.0,,1.0,3.9,"2262 3 AVENUE, MANHATTAN, NY, 10035 US",,,
867,ANDY'S TERIYAKI & TACO,7188620191,867.0,,,,"171 EINSTEIN LOOP, BRONX, NY, 10475 US",,,
868,ANEJO,2129204770,868.0,,,,"668 10 AVENUE, MANHATTAN, NY, 10036 US",,,
869,ANEJO TRIBECA,2129206270,869.0,,2.0,4.1,"31 WALKER ST, MANHATTAN, NY, 10013 US",,,
870,ANELLA,7183898100,870.0,,2.0,4.3,"222 FRANKLIN STREET, BROOKLYN, NY, 11222 US",,,
871,ANFORA,2125182722,871.0,,2.0,4.5,"34 8 AVENUE, MANHATTAN, NY, 10014 US",,,
872,ANGEL CANDY STORE,2127420679,872.0,,,,"634 WEST  207 STREET, MANHATTAN, NY, 10034 US",,,
873,ANGEL DESSERTS,7184503305,873.0,,,,"814B 56TH ST, BROOKLYN, NY, 11220 US",,,
874,ANGEL OF HARLEM,2127252353,874.0,,2.0,4.1,"2272 FREDERICK DOUGLASS BLVD, MANHATTAN, NY, 10027 US",,,
875,ANGEL'S GRILL,7183298828,875.0,,,3.6,"720 EAST 187 STREET, BRONX, NY, 10458 US",,,
876,ANGELA RESTAURANT OF NY,7183145555,876.0,,,,"4012 13 AVENUE, BROOKLYN, NY, 11218 US",,,
